,Unnamed: 0,Log,new_tag
2228,2228,i used the elliptical machine for an hour. i feel tired from moving my arms and legs.,Aerobic
2229,2229,i used the stair-climber machine for 3 minutes. i'm so exhausted!,Aerobic
2230,2230,i ride bike for 1 hour felt good,Aerobic
2231,2231,i did yoga for 30 mins felt relaxed,Aerobic
2232,2232,"i did a 30 minute pilates video this morning. i realized how tight my muscles are, i need that stretching and movement!",Aerobic
2233,2233,i rode on my bike for 1 hour outside today. it was so nice to get fresh air and feel the cold hit my breath.,Aerobic
2234,2234,i worked out for 10 minutes on the stairclimber it felt great and motivated me to do it again tomorrow.,Aerobic
2235,2235,i lifted 2 lb. dumbbells for 20 minutes. i could feel my muscles straining as i lifted the weights,Strength
2236,2236,i ran on the treadmill for an hour today. my legs feel like they are about to fall off.,Aerobic
2237,2237,i did squats so i can have a killer butt  my butt muscles burned but it will all be worth it later!,Strength
2238,2238,i just walked two blocks to the store. i felt great and invigorated.,Aerobic
2239,2239,i did yoga at the ymca this afternoon. i felt so limber and relaxed,Aerobic
2240,2240,"i rode the stationary bike for 30 minutes today. it was tough going, but no i feel great.",Aerobic
2241,2241,"i participated in a group 30 minute aerobics class toda. it was a real challenge, i sweated for 20 minutes but felt amazing when it was over.",Aerobic
2242,2242,i just completed a 30 minute pilates video. i am now stiff and sore.,Aerobic
2243,2243,i rode my spin bike for 20 minutes. my heart is beating rapidly.,Aerobic
2244,2244,i just did a 3 hour nature hike uphill my legs feel shakey but i feel exhilirated and refreshed from being in nature,Aerobic
2245,2245,i just ran one hour on a treadmill at the gym i feel fine but annoyed by the atmosphere in the gym,Aerobic
2246,2246,i did 10 pullups i felt heavy,Strength
2247,2247,i did 10 leg raises i felt it burn,Strength
2248,2248,i did five sets of bench press my chest felt like it was filled with blood,Strength
2249,2249,i played a 30 minute pick up basketball game my breathing was heavy for five minutes after the game,Aerobic
2250,2250,i played football for three hours. i felt sore after the game.,Aerobic
2251,2251,i lifted weights for an hour. i felt very strong after the workout.,Strength
2252,2252,i lifted arms for an hour good pump,Strength
2253,2253,i jogged one mile very tired,Aerobic
2254,2254,i jogged three miles working out to a video on youtube. i felt energized as i went along.,Aerobic
2255,2255,i walked two miles outside around the park perimeter. i felt a little sad at first but cheered up as i went along.,Aerobic
2256,2256,i ran one mile  i felt vey energized,Aerobic
2257,2257,i did zumba for an hr i felt very tired,Aerobic
2258,2258,i walked 3 miles it wasn't too bad.,Aerobic
2259,2259,i did squats it was a little rough,Strength
2260,2260,i worked in the garden today.   my back is killing me.,Aerobic
2261,2261,i arm wrestled at the club today. my shoulder is really aching now.,Strength
2262,2262,i just bench pressed i felt sick,Strength
2263,2263,i walked i felt tired,Aerobic
2264,2264,i ran 5 kilometres outside. i felt refreshed after i finished.,Aerobic
2265,2265,i snowshoed for 1 hour. i felt happy to be outside.,Aerobic
2266,2266,i ran 3 miles i felt so tired,Aerobic
2267,2267,i played basketball for two hours i felt drained after,Aerobic
2268,2268,i lifted weights feel good,Strength
2269,2269,ran today feel good,Aerobic
2270,2270,i just did a one minute plank.  it was hard but i made it!,Strength
2271,2271,i just ran for 5 minutes straight.  i'm out of breath.,Aerobic
2272,2272,i just played soccer for an hour. my knees hurt.,Aerobic
2273,2273,i rode a stationary bicycle for 30 minutes. it felt really good.,Aerobic
2274,2274,i ran on the treadmill  i felt happy and confident,Aerobic
2275,2275,i did crunches  i felt very strong and powerful,Strength
2276,2276,"ran 3.5 miles of hills at torrey pines legs feel good, but lungs are tired",Aerobic
2277,2277,rode mtn bike at penasquitos canyon easy workout - not tired or sore,Aerobic
2278,2278,"i ran three miles on the track, it was painful. i felt like shit",Aerobic
2279,2279,i did some dumbell squats it was a rough set.,Strength
2280,2280,i jogged for 45 minutes non stop it was tiring,Aerobic
2281,2281,i did 25 push ups  it  made my body feel tense,Strength
2282,2282,i walked for 2 miles it was boring!,Aerobic
2283,2283,i used an elliptical for 1 hour it was easy,Aerobic
2284,2284,i ran 4 miles on the bike trail.  i felt a little sluggish today and kept a slower pace but glad to get it done.,Aerobic
2285,2285,i did hot yoga for 60 minutes. it felt great and i need the warmth and sweat in the middle of winter.,Aerobic
2286,2286,morning stretches better able to function,Aerobic
2287,2287,jogging with dog ready for the day,Aerobic
2288,2288,i just did 30 minutes of yoga. i feel emotionally relieved!,Aerobic
2289,2289,i just spent an hour gardening. my back is killing me!,Aerobic
2290,2290,"i ran three miles at central park i felt good today, improved time",Aerobic
2291,2291,i lifted heavy weights for 40 minutes i felt happy that i increased my weight on 4 excercises,Strength
2292,2292,i just did 4 sets of 12 reps on the leg press. i felt very strong.,Strength
2293,2293,i just ran a half mile. i felt very winded.,Aerobic
2294,2294,i pulled some weights  i felt very tired,Strength
2295,2295,i was running  during and after the performance i felt very heavy and tired,Aerobic
2296,2296,i was jogging intensely on the treadmill i felt very delighted after doing this,Aerobic
2297,2297,i was walking briskly around central park i felt very relieved after this work out,Aerobic
2298,2298,i ran three miles on uphill track i felt exhausted at the end,Aerobic
2299,2299,i just did planks for 20 minutes my core felt tighter afterward,Strength
2300,2300,i did a 2 hour dance class. i felt so enlightened.,Aerobic
2301,2301,i lifted weights. i was so tired.,Strength
2302,2302,i ran 2 miles in the estate it was horrible,Aerobic
2303,2303,i did 30 squats in the morning it was overwhelming,Strength
2304,2304,was very long an exuasting  run at least i started somewhere,Aerobic
2305,2305,did squats today instead didnt hurt as much after preforming the workout i felt accomplished,Strength
2306,2306,i went on the treadmill for 30 minutes.  i felt sweaty and  shakey.,Aerobic
2307,2307,i walked 3 miles. i felt sweaty and invigorated.,Aerobic
2308,2308,i did 30 minutes on the stair climber machine i felt challenged and i was feeling my heart rate go up.,Aerobic
2309,2309,i did 40 squats with a 20 lb weight i felt exhausted.,Strength
2310,2310,i ran on the treadmill for an hour i need to do it more often,Aerobic
2311,2311,i did the elliptical for an hour today  better then i did on the treadmill,Aerobic
2312,2312,"i just did the elliptical for 28 mins i feel energized, it’s great to sweat",Aerobic
2313,2313,"i just completed a one hour hike i feel great, the last 10 mins was tiring",Aerobic
2314,2314,jogging morning jogging is best,Aerobic
2315,2315,puching the bag it is too good,Aerobic
2316,2316,i ran five miles. i feel energized.,Aerobic
2317,2317,i biked four miles. i feel terrific.,Aerobic
2318,2318,i did 20 plank ups i felt shaky though strong and powerful.,Strength
2319,2319,i swam 10 laps i could hardly breath and i was exhausted,Aerobic
2320,2320,i rode my bike around the block.  i felt energized afterwards.,Aerobic
2321,2321,i walked on the lakefront.  i felt relaxed.,Aerobic
2322,2322,i did 30 minutes of yoga. i felt relaxed and rejuvenated after.,Aerobic
2323,2323,i walked for an hour on the treadmill. i felt extremely bored and wished it would end.,Aerobic
2324,2324,i just did 20 push ups i'm pumped up and ready for more,Strength
2325,2325,i played an hour long basketball game legs are soar but still can do a bit more,Aerobic
2326,2326,i ran a mile it was great,Aerobic
2327,2327,i ran a mile and a half it was tough,Aerobic
2328,2328,i performed some sets of crunches and push ups at home. i felt quite tired and sore both during and after.,Strength
2329,2329,i walked 2 miles. i felt winded but overall accomplished.,Aerobic
2330,2330,"i did an hour of yoga. i felt shaky, but proud of myself.",Aerobic
2331,2331,i jogged for 30 minutes. i feel tired and my legs are shaking.,Aerobic
2332,2332,"weights-chest a little tired, but good workout.",Strength
2333,2333,"3 mile run feet sore, very fatigued.",Aerobic
2334,2334,i did pilates. i felt relaxed.,Aerobic
2335,2335,i did aerobics. i couldn't finish.,Aerobic
2336,2336,i played an hour volleyball game. i feel exhausted.,Aerobic
2337,2337,i jogged for two miles. i feel terrific.,Aerobic
2338,2338,i walked for ten minutes on my treadmill. i was sweaty and my right calf muscle ached.,Aerobic
2339,2339,i exercised for 15 minutes by dancing to fast music. i felt great during the dancing and had fun doing it.,Aerobic
2340,2340,i walk a mile on the treadmill. i was sweating.,Aerobic
2341,2341,i did 50 squats. my legs hurt,Strength
2342,2342,i just rode my exercise bike. it felt really good and i am glad that i did this.,Aerobic
2343,2343,i did some stretching exercises it was a bit boring but i feel better after doing this.,Aerobic
2344,2344,i ran two miles today. it felt good to run.,Aerobic
2345,2345,i swam a mile today. i felt exhausted.,Aerobic
2346,2346,i played a two hour tennis game. i'm really energetic.,Aerobic
2347,2347,i did a aerobic dance class in everyday. it gives fitness and i felt increase my breathe.,Aerobic
2348,2348,i lifted 25 pound dumbbells. my arms are tired!,Strength
2349,2349,i swam for 40 minutes today my legs are sore and tired,Aerobic
2350,2350,i walked on the treadmill.  i felt happy.,Aerobic
2351,2351,i lifted weights i felt energized,Strength
2352,2352,"i walked briskly for two miles on the nature trail afterward, i felt full of energy",Aerobic
2353,2353,"i played pickleball for one hour today. i felt like i was playing really well, but then after the games i felt really tired.",Aerobic
2354,2354,i did an hour long pilates class i feel relaxed but sore,Aerobic
2355,2355,i did thirty minutes on the elliptical machine i feel sweaty but energized,Aerobic
2356,2356,i ran down to the store 3blocks away my legs feels like jello after that,Aerobic
2357,2357,i had to do 3 sets of jumping jacks i though this one would never end,Aerobic
2358,2358,i just benched 200 pounds i felt super accomplished,Strength
2359,2359,i just did 50 push ups i feel very sweaty and tired,Strength
2360,2360,dead lift weak and began sweating,Strength
2361,2361,t bar rows good back workout,Strength
2362,2362,"i rode the stationary bicycle for 30 minutes. i felt good, not as bad as i thought.",Aerobic
2363,2363,i did a 15 minute step workout. i am not as fit as i thought i was.,Aerobic
2364,2364,i walked three miles on the treadmill. i was bored.,Aerobic
2365,2365,i jogged in my neighborhood. i'm out of shape.,Aerobic
2366,2366,i just swam 10 laps in the pool of each style i felt so out of breath!,Aerobic
2367,2367,i spend 1 hours stretching i feel so sore!,Aerobic
2368,2368,"i lifted a 300lb deadlift for 3 reps of 5 sets  good day for lifting, hit a new personal record and body felt good about it. sore afterwards.",Strength
2369,2369,i bench pressed 205lbs today 5 reps x 5 sets felt a bit tired after the first exercise. still performed well but no max rep was achieved.,Strength
2370,2370,i did 20 sit up after i was done i could feel it in my stomach.,Strength
2371,2371,i walked a mile on the treadmill i felt a little more engery,Aerobic
2372,2372,walked to my local gym which is one mile away from my apartment i felt good but very tired and sweaty,Aerobic
2373,2373,in the gym i did 30 minutes on the treadmill at a very average speed i kept wanting to give up before the 30 minutes but i was determined to finish the 30 minutes,Aerobic
2374,2374,i biked for l5 miles.  it made my legs so sore.,Aerobic
2375,2375,i hiked to the top of that mountain.  it felt exhilarating to climb that high.,Aerobic
2376,2376,i did 20 push ups. i was starting to warm up.,Strength
2377,2377,i did 40 situps. this felt good in my abs.,Strength
2378,2378,i just did three sets of incline dumbbell bench press. my chest and front delts feel pumped!,Strength
2379,2379,i just did three sets of romanian deadlifts. my hamstrings are tight!,Strength
2380,2380,i performed three sets of dumbbell curls. i felt amazing pushing that heavy weight.,Strength
2381,2381,i ran a 7 minute mile. i felt spent and exhausted afterwards.,Aerobic
2382,2382,i am running three miles i feel very difficult in the first worout,Aerobic
2383,2383,i am workout second dumbell squats i am spent more time  in second workout,Strength
